SRR4098430	SRR4098431	SRR4098432	SRR4098433
RXFP1	0	0	0	0
C4orf46	307	256	155	133
ETFDH	296	237	233	229
PPID	2484	1939	1452	1244
FNIP2	178	154	84	100
C4orf45	1	0	0	0
MIR3688-1	0	0	0	0
MIR3688-2	0	0	0	0
RAPGEF2	597	485	516	537
FSTL5	0	0	0	0
LOC101928052	0	0	0	0
NAF1	782	695	570	498
NPY1R	0	0	0	0
NPY5R	0	0	0	0
TKTL2	1	0	0	0
TMA16	1635	1297	1272	982
MARCH1	111	92	87	73
ANP32C	72	53	35	28
LINC01207	0	0	0	0
APELA	1	0	0	0
TRIM61	1	0	0	1
FAM218A	3	2	0	2
TRIM60	1	0	0	0
TMEM192	319	256	371	324
KLHL2	663	482	393	360
GK3P	0	0	5	0
MSMO1	467	320	360	351
CPE	816	609	854	798
MIR578	0	0	0	0
LINC01179	3	0	0	0
LOC101928131	8	6	13	6
TLL1	14	14	14	8
SPOCK3	16	11	1	3
ANXA10	314	222	155	173
DDX60	236	209	191	191
DDX60L	670	529	603	819
PALLD	5944	4218	4842	3825
CBR4	381	374	360	405
SH3RF1	2041	1734	1836	1670
NEK1	383	409	288	300
CLCN3	2013	1531	1928	1657
C4orf27	372	402	212	189
LOC100506085	0	0	0	0
MFAP3L	307	258	432	330
AADAT	556	429	397	344
LINC01612	1	1	2	2
LOC100506122	0	0	0	0
MIR6082	0	0	0	0
GALNTL6	2	0	0	0
LOC101928314	0	0	0	0
GALNT7	1123	757	650	546
MIR548T	0	0	0	0
HMGB2	11473	7743	4524	3592
SAP30	597	401	305	171
SCRG1	0	0	0	2
HAND2	0	0	0	1
HAND2-AS1	0	0	0	0
LOC101928509	0	0	0	0
FBXO8	117	64	121	127
CEP44	160	104	128	180
MIR4276	0	0	0	0
HPGD	0	1	1	0
GLRA3	0	0	0	0
LOC101928551	0	0	0	0
ADAM29	0	0	0	1
GPM6A	17	7	19	22
LOC101928590	0	0	0	0
WDR17	0	0	0	0
SPATA4	5	0	2	2
ASB5	0	0	0	0
SPCS3	2598	1952	1815	1508
VEGFC	0	0	0	0
NEIL3	467	362	128	80
AGA	82	97	40	47
LINC01098	16	4	20	20
LINC01099	5	1	2	6
LINC00290	0	0	0	0
LOC90768	0	0	0	0
MIR1305	0	0	0	0
TENM3	142	120	122	123
DCTD	2303	1592	1515	1248
FAM92A1P2	2	1	1	2
WWC2-AS2	2	12	8	12
WWC2	857	648	642	606
WWC2-AS1	0	0	0	0
CLDN22	22	19	9	7
CLDN24	2	6	0	0
CDKN2AIP	271	198	122	127
LOC389247	2	0	6	0
ING2	241	184	95	58
RWDD4	191	141	82	75
TRAPPC11	401	276	320	354
STOX2	112	87	103	64
ENPP6	0	0	0	0
LOC728175	0	0	1	0
LOC102723766	0	0	0	0
IRF2	143	117	139	132
LVCAT8	0	0	0	0
CASP3	358	227	232	172
PRIMPOL	277	239	93	92
CENPU	724	575	206	143
ACSL1	510	555	437	336
SLED1	0	2	0	0
LOC731424	0	0	0	0
MIR3945	0	0	0	0
LINC01093	0	0	0	0
MIR4455	0	0	0	0
HELT	0	0	1	0
SLC25A4	1155	846	946	737
CFAP97	1161	855	734	778
SNX25	605	445	393	434
LRP2BP	61	59	137	138
ANKRD37	69	42	73	50
UFSP2	589	469	420	472
C4orf47	4	6	16	24
CCDC110	24	14	16	21
PDLIM3	191	200	133	99
SORBS2	0	1	0	1
TLR3	20	10	98	74
FAM149A	75	76	107	146
FLJ38576	9	2	2	2
CYP4V2	107	89	133	143
KLKB1	0	0	2	6
F11	0	0	0	2
F11-AS1	0	0	0	0
MTNR1A	12	8	12	17
FAT1	38187	31477	44083	39434
LOC339975	0	0	0	1
LOC100506272	0	0	0	0
ZFP42	6	1	1	0
TRIML2	102	67	261	241
TRIML1	1	0	0	0
LINC01060	0	0	0	0
LINC01262	0	0	0	0
FRG1	538	336	308	220
FRG2	0	0	0	2
DBET	0	0	0	1
DUX4	0	0	1	0
ANKRD20A12P	0	0	0	0
PLEKHG4B	7	7	6	9
LRRC14B	3	5	3	2
CCDC127	346	226	199	187
SDHA	4510	3279	4533	3585
HRAT5	3	9	3	0
PDCD6	3325	2101	2283	2047
AHRR	413	294	500	262
EXOC3-AS1	53	39	86	57
EXOC3	2032	1382	1939	1562
PP7080	740	533	505	315
SLC9A3	110	90	170	139
LOC100288152	338	253	435	391
MIR4456	0	0	0	0
LOC100996325	2	1	1	2
CEP72	823	617	373	296
TPPP	276	220	311	261
ZDHHC11	48	21	50	68
BRD9	2553	1784	1945	1664
TRIP13	3243	2142	1392	1110
LOC100506688	4	1	2	5
NKD2	453	488	549	434
SLC12A7	1798	1558	2183	1546
MIR4635	0	0	0	1
CTD-3080P12.3	0	0	0	0
SLC6A19	0	0	0	0
SLC6A18	0	0	0	0
TERT	301	334	171	182
MIR4457	0	0	0	0
CLPTM1L	8855	6264	6046	4657
LINC01511	0	0	0	6
SLC6A3	2	0	3	0
LPCAT1	3845	2760	3089	2148
MIR6075	5	1	0	3
SDHAP3	317	254	313	227
LOC728613	70	31	46	118
MIR4277	0	0	0	0
MRPL36	1695	982	1023	810
NDUFS6	1759	1303	1481	1093
LOC101929034	0	0	0	0
IRX4	592	452	314	225
CTD-2194D22.4	1	0	0	0
LOC100506858	0	0	0	0
IRX2	0	0	0	0
C5orf38	0	0	0	0
LINC01377	0	0	0	0
LINC01019	0	0	1	0
LINC01017	0	0	0	0
IRX1	0	0	0	0
LOC101929153	0	0	0	0
LINC01020	0	0	0	0
CTD-2297D10.2	0	0	0	0
ADAMTS16	78	57	78	78
ICE1	2827	2058	1995	1720
FLJ33360	0	0	0	0
MED10	1584	842	1073	784
UBE2QL1	0	0	0	0
LINC01018	1	0	0	0
NSUN2	7757	5465	3970	3258
SRD5A1	326	259	235	177
LOC100505625	1	0	3	6
PAPD7	1735	1231	1187	782
MIR4278	0	0	0	1
LOC442132	0	0	0	0
ADCY2	1	0	0	0
C5orf49	0	0	0	0
FASTKD3	734	439	380	302
MTRR	1011	780	650	588
LOC729506	0	0	0	0
MIR4458HG	0	0	0	0
MIR4458	0	0	0	0
LOC101929284	0	0	0	0
SEMA5A	0	0	0	0
MIR4636	0	0	0	0
CTD-2201E9.1	0	0	0	0
SNHG18	0	0	0	0
SNORD123	0	0	0	0
TAS2R1	0	0	0	0
LOC285692	1	5	0	1
FAM173B	355	180	187	210
CCT5	30342	20548	15983	12960
CMBL	1428	1214	4565	3759
MARCH6	3086	2517	3099	2855
ROPN1L-AS1	2	0	2	2
ROPN1L	1	3	1	7
MIR6131	0	0	0	0
LOC101929412	3	0	2	0
ANKRD33B	1052	700	1579	1093
DAP	4235	2440	2466	1776
CTNND2	0	0	0	0
LINC01194	0	0	0	0
DNAH5	21	14	18	31
TRIO	4048	2651	2611	1990
FAM105A	271	155	216	124
OTULIN	780	548	548	510
ANKH	1248	1054	1268	1168
LOC100130744	174	125	179	179
MIR4637	0	0	0	0
LOC101929454	0	0	0	0
FBXL7	0	0	1	1
CTD-2350J17.1	0	0	0	0
MIR887	0	0	0	0
MARCH11	1	0	3	0
LOC101929505	0	2	2	1
ZNF622	1399	1040	1075	851
FAM134B	85	45	139	81
LOC101929524	4	11	24	19
MYO10	2490	1827	2149	2064
LOC285696	1	0	0	0
BASP1	0	0	0	0
LOC401177	0	0	2	0
CDH18	0	0	0	0
GUSBP1	28	45	31	43
CDH12	4	0	0	8
PMCHL1	0	0	0	0
PRDM9	0	0	0	0
C5orf17	0	0	0	0
CDH10	0	0	0	0
LOC340107	0	0	0	0
CDH9	0	0	0	0
LINC01021	0	0	6	2
LSP1P3	1	1	0	0
LOC101929645	0	0	0	0
LOC101929660	0	0	0	0
LOC101929681	0	0	0	0
CDH6	0	0	0	0
DROSHA	2947	2022	2308	2224
C5orf22	607	407	318	272
PDZD2	3	3	4	6
MIR4279	0	0	0	0
GOLPH3	1862	1219	1312	1122
MTMR12	1096	892	782	627
ZFR	3544	2448	2228	2036
MIR579	0	0	0	0
SUB1	4264	3055	2655	2444
NPR3	6	7	10	18
LOC340113	0	0	0	0
TARS	5626	4541	3519	3987
ADAMTS12	0	0	0	0
RXFP3	0	0	0	0
SLC45A2	0	0	4	0
AMACR	69	105	105	107
C1QTNF3-AMACR	78	111	99	107
C1QTNF3	23	23	21	19
RAI14	2207	1767	998	1148
TTC23L	1	1	1	0
RAD1	906	581	441	312
BRIX1	5696	4186	2786	2358
DNAJC21	904	741	675	740
AGXT2	0	1	0	0
PRLR	1	0	0	0
SPEF2	46	17	32	43
IL7R	5	0	3	3
CAPSL	0	0	0	0
LOC100506406	0	0	0	0
UGT3A1	0	0	0	0
UGT3A2	0	0	0	0
LMBRD2	38	18	41	38
MIR580	0	0	0	0
SKP2	1178	878	651	413
NADK2	473	378	365	430
RANBP3L	0	1	0	0
SLC1A3	330	331	728	527
NIPBL-AS1	78	83	93	64
NIPBL	1647	1163	1029	1019
C5orf42	188	172	228	266
NUP155	3292	2486	1257	1166
WDR70	814	489	573	539
GDNF	0	0	0	0
GDNF-AS1	0	0	0	0
EGFLAM	0	0	7	1
EGFLAM-AS4	0	0	0	0
EGFLAM-AS2	0	0	0	0
LIFR	253	237	263	273
LIFR-AS1	0	2	4	6
MIR3650	0	0	0	0
OSMR-AS1	0	0	2	2
LINC01265	0	1	0	0
OSMR	1999	1421	1625	1711
RICTOR	414	268	409	354
FYB	0	0	0	0
C9	0	0	0	0
DAB2	111	92	165	133
LOC101926940	0	1	0	0
LINC00603	0	0	0	0
PTGER4	42	39	23	32
TTC33	271	262	233	306
PRKAA1	1327	968	790	761
LOC100506548	984	774	696	758
RPL37	17447	9029	12848	9796
SNORD72	2	3	2	7
CARD6	1	4	0	2
C7	1	0	0	0
MROH2B	0	1	0	0
C6	0	0	0	0
PLCXD3	0	0	0	0
OXCT1	2026	1456	1041	908
OXCT1-AS1	12	28	19	7
C5orf51	338	167	274	304
FBXO4	130	80	91	88
LOC101926960	0	0	0	0
GHR	0	0	0	0
CCDC152	7	1	8	6
SEPP1	21	3	15	11
FLJ32255	3	8	38	36
LOC648987	22	28	19	29
ANXA2R	9	14	7	6
LOC153684	19	7	25	13
LOC100132356	27	5	21	13
LOC100506639	71	84	53	59
ZNF131	1081	765	883	836
NIM1K	3	2	3	2
HMGCS1	1466	1298	812	728
CCL28	2	0	0	3
C5orf28	318	164	191	142
C5orf34	194	108	58	39
PAIP1	2200	1539	1468	1477
NNT-AS1	0	0	0	1
NNT	56	19	7	11
FGF10	0	0	0	0
FGF10-AS1	0	0	0	0
BRCAT107	0	0	0	0
BRCAT54	8	11	7	17
MRPS30	2780	1848	1554	1276
HCN1	1	1	1	0
EMB	152	150	168	207
PARP8	333	258	311	313
LOC100287592	0	0	0	0
LOC642366	6	2	3	7
ISL1	63	32	16	31
PELO	1706	1204	1341	970
ITGA1	13	11	10	13
ITGA2	1168	807	1316	1227
MOCS2	742	663	506	455
LOC257396	126	144	214	198
FST	2	1	20	10
NDUFS4	1333	1051	949	959
ARL15	103	93	135	110
MIR581	0	0	0	0
LINC01033	0	0	0	0
HSPB3	0	0	0	0
SNX18	494	416	377	272
LOC102467080	2	0	0	0
ESM1	0	0	0	0
LOC102467081	0	0	0	0
GZMK	0	0	0	0
GZMA	0	0	0	0
CDC20B	0	0	6	5
GPX8	608	597	358	259
MIR449A	0	0	0	0
MIR449B	0	0	0	0
MIR449C	0	0	0	0
MCIDAS	459	304	318	195
CCNO	283	225	371	239
DHX29	2093	1531	1359	1128
SKIV2L2	2974	2188	1474	1383
PPAP2A	231	155	199	199
MIR5687	0	0	0	0
RNF138P1	33	31	20	22
SLC38A9	161	142	114	119
DDX4	0	0	0	7
IL31RA	12	5	14	23
IL6ST	593	498	379	459
FLJ31104	10	0	5	3
ANKRD55	0	0	0	0
LOC102467147	2	0	0	0
C5orf67	2	0	0	0
MAP3K1	182	97	177	177
SETD9	104	78	90	66
MIER3	442	266	376	306
GPBP1	1690	1212	997	981
ACTBL2	0	0	1	0
LINCR-0003	1	0	0	0
LOC101928505	1	0	4	0
LOC101928539	0	0	0	0
LOC101928569	0	0	0	0
PLK2	1482	887	2220	1948
GAPT	0	0	0	0
MIR548AE2	0	0	0	0
LOC101928600	0	1	1	0
RAB3C	0	0	0	0
PDE4D	4	5	0	8
MIR582	0	0	0	0
PART1	0	0	2	0
DEPDC1B	1427	1053	430	387
ELOVL7	374	268	278	186
ERCC8	336	233	245	221
NDUFAF2	603	360	334	297
SMIM15	2056	1544	1151	964
CTC-436P18.1	65	83	55	73
ZSWIM6	231	226	259	246
C5orf64	0	0	0	0
LOC101928651	0	0	0	0
LOC100506526	0	0	0	0
KIF2A	657	650	539	487
DIMT1	2069	1289	1091	882
IPO11	1407	997	712	678
IPO11-LRRC70	560	395	328	295
LRRC70	2	1	2	0
HTR1A	0	0	0	0
RNF180	0	0	0	0
RGS7BP	0	0	0	0
FAM159B	1	0	0	0
SREK1IP1	694	490	610	489
CWC27	782	576	421	420
ADAMTS6	8	7	11	9
CENPK	175	197	63	89
PPWD1	841	550	457	460
TRIM23	279	221	376	332
TRAPPC13	635	424	458	382
SGTB	290	231	307	263
NLN	2010	1372	1238	1188
ERBB2IP	1632	1129	1029	989
LOC100303749	0	0	0	0
SREK1	2304	1803	1407	1461
LOC101928769	0	0	0	0
MAST4	20	23	106	84
LOC101928794	4	1	3	4
CD180	0	0	0	0
LOC101928858	0	0	0	0
LOC102467655	0	0	0	0
PIK3R1	287	231	306	250
LOC101928885	0	0	0	0
SLC30A5	929	754	721	679
CCNB1	13432	9014	3423	2128
CENPH	571	336	267	254
MRPS36	556	389	395	385
CDK7	1149	830	909	857
CCDC125	392	337	340	264
AK6	618	414	343	304
TAF9	2807	1927	1638	1471
RAD17	737	657	588	570
MARVELD2	316	278	355	281
OCLN	391	261	238	295
GTF2H2B	213	212	167	110
GTF2H2C	266	380	193	194
GTF2H2C_2	266	382	181	194
LOC100272216	1	0	2	0
GUSBP3	3	5	5	0
SMA4	8	9	29	13
SERF1A	53	76	44	54
SERF1B	53	76	44	54
SMN2	521	336	377	331
SMN1	521	336	377	331
GTF2H2	146	347	124	86
SMA5	10	24	15	11
LOC441081	1	0	6	0
GUSBP9	25	17	21	23
NAIP	35	13	27	48
LOC647859	10	6	6	2
PMCHL2	0	0	0	0
BDP1	1397	1027	950	963
MCCC2	1412	1063	1134	1067
CARTPT	0	0	0	0
MAP1B	241	262	431	373
MIR4803	0	0	0	0
MRPS27	4096	3172	2648	2469
PTCD2	324	272	272	227
ZNF366	0	0	0	0
LOC102503427	0	0	0	0
LOC102477328	0	0	0	0
TNPO1	5712	4201	3200	2453
MIR4804	0	0	0	0
FCHO2	267	253	355	425
TMEM171	122	134	111	95
TMEM174	0	0	0	0
FOXD1	669	409	458	279
LINC01386	0	0	0	0
BTF3	13004	9994	8670	7969
ANKRA2	172	142	652	666
UTP15	1505	880	958	762
ARHGEF28	291	235	165	148
LINC01335	0	0	0	0
LINC01333	0	0	0	0
LINC01331	0	0	0	0
ENC1	1663	1178	1999	1839
HEXB	2244	1766	1728	1469
GFM2	1253	914	984	853
NSA2	2871	1961	1701	1777
FAM169A	564	453	457	450
GCNT4	3	0	0	1
LINC01336	0	0	1	0
ANKRD31	12	16	5	12
HMGCR	2429	1996	1812	1497
COL4A3BP	488	359	397	407
POLK	361	230	266	273
ANKDD1B	5	2	7	0
POC5	686	346	332	300
SV2C	0	1	3	0
IQGAP2	5	23	9	3
F2RL2	0	2	0	2
NCRUPAR	0	0	0	0
F2R	413	449	427	417
F2RL1	4466	3611	2225	2206
S100Z	0	0	1	0
CRHBP	0	0	0	0
AGGF1	756	539	540	542
ZBED3	121	89	115	75
SNORA47	3	0	3	1
ZBED3-AS1	23	23	36	33
PDE8B	29	19	28	13
WDR41	870	685	773	852
OTP	4	2	8	2
TBCA	1274	809	1016	896
LOC101929154	0	0	0	0
AP3B1	1987	1337	1221	1129
SCAMP1-AS1	56	63	80	56
SCAMP1	678	565	624	629
LHFPL2	681	518	482	350
ARSB	222	161	187	123
DMGDH	6	3	9	10
BHMT2	0	1	0	0
BHMT	3	4	1	0
JMY	533	427	685	520
HOMER1	578	511	419	360
PAPD4	617	480	500	481
CMYA5	31	39	34	30
LINC01455	0	0	0	0
MTX3	896	811	748	718
THBS4	13	20	18	14
CTD-2201I18.1	0	0	1	1
SERINC5	686	536	966	726
LOC644936	53	31	17	13
SPZ1	0	0	0	0
CRSP8P	114	128	82	67
ZFYVE16	713	520	661	677
FAM151B	17	15	16	6
ANKRD34B	0	0	0	0
LINC01337	7	15	2	7
DHFR	674	587	411	257
MTRNR2L2	684	433	349	262
MSH3	156	140	103	107
RASGRF2-AS1	0	0	0	0
RASGRF2	9	11	12	33
CKMT2	18	7	5	10
CKMT2-AS1	142	107	79	67
ZCCHC9	708	524	432	350
ACOT12	1	0	0	0
SSBP2	45	35	37	48
ATG10	135	123	112	119
RPS23	18777	11272	11333	11661
ATP6AP1L	185	124	125	106
MIR3977	0	0	0	0
LINC01338	4	25	13	10
TMEM167A	1843	1389	1201	1204
SCARNA18	3	1	2	6
XRCC4	669	437	388	377
VCAN	1444	1865	2317	2969
HAPLN1	0	5	2	0
EDIL3	0	0	0	0
NBPF22P	0	0	0	0
COX7C	7249	4757	6219	5002
MIR3607	9	1	3	1
LOC100505878	0	0	0	0
MIR4280	0	0	0	0
LOC101929380	0	0	0	0
LOC55338	0	0	0	0
RASA1	744	560	662	611
LOC644285	5	6	17	17
CCNH	932	805	700	731
TMEM161B	303	236	261	282
TMEM161B-AS1	61	99	109	113
LOC102546226	0	0	0	1
LINC00461	0	0	1	2
MIR9-2	0	0	0	0
MEF2C	149	131	175	136
MEF2C-AS1	1	2	2	0
MIR3660	0	0	0	0
LINC01339	0	0	0	0
CETN3	498	365	253	313
LOC731157	1	2	1	5
MBLAC2	121	73	165	151
POLR3G	1615	1406	962	918
LYSMD3	275	218	270	267
ADGRV1	126	123	119	93
LUCAT1	4	1	13	12
ARRDC3	576	438	345	265
ARRDC3-AS1	2	11	11	15
NR2F1-AS1	240	204	160	147
NR2F1	2746	1934	2459	1556
FAM172A	314	184	267	254
MIR2277	0	0	0	1
POU5F2	0	1	0	3
KIAA0825	30	15	31	32
SLF1	315	306	108	106
MCTP1	19	11	12	10
FAM81B	1	0	1	0
TTC37	719	563	586	551
ARSK	118	97	71	63
GPR150	0	0	0	0
RFESD	64	63	57	82
SPATA9	26	15	7	14
RHOBTB3	1802	1931	1287	1299
GLRX	185	217	277	281
LINC01554	0	0	4	0
ELL2	689	521	791	799
LOC101929710	0	0	0	0
MIR583	0	0	0	0
PCSK1	2	0	0	0
CAST	2379	2102	2132	2068
ERAP1	311	186	276	225
ERAP2	76	35	121	82
LNPEP	183	165	179	207
LIX1	0	0	0	0
RIOK2	1556	1004	890	875
LINC01340	1	0	1	0
RGMB	400	322	381	221
RGMB-AS1	9	3	4	5
CHD1	2063	1689	1162	1158
LOC100289230	6	17	19	16
CTD-2151A2.1	0	0	0	0
LOC100133050	0	0	3	2
FAM174A	106	48	127	93
ST8SIA4	1	0	0	1
MIR548P	0	0	0	0
SLCO4C1	7	3	7	7
SLCO6A1	2	0	3	3
LINC00492	0	0	0	0
LINC00491	33	44	67	70
PAM	5128	3883	4011	3609
GIN1	265	164	138	124
PPIP5K2	1036	717	599	665
C5orf30	542	495	285	223
LOC102467212	0	0	0	0
NUDT12	341	293	332	345
RAB9BP1	0	0	0	0
LOC102467213	0	0	0	0
EFNA5	13	10	1	16
FBXL17	193	85	125	148
LINC01023	7	5	16	9
FER	769	653	839	784
PJA2	611	652	732	808
MAN2A1	820	567	615	489
LOC100289673	0	1	1	1
TMEM232	0	0	1	3
SLC25A46	518	348	460	332
TSLP	1	1	0	3
WDR36	1895	1223	1306	1353
CAMK4	117	78	56	45
STARD4	213	246	271	297
STARD4-AS1	13	23	13	19
NREP	52	73	66	62
NREP-AS1	0	0	0	0
EPB41L4A-AS1	610	349	443	359
SNORA13	9	5	11	22
EPB41L4A	402	265	192	203
LOC101927023	0	0	0	0
EPB41L4A-AS2	2	4	4	4
LOC102467214	0	0	0	0
LOC102467216	0	0	0	0
APC	950	813	855	755
SRP19	1386	1040	855	809
REEP5	4865	2686	3119	2024
DCP2	554	469	416	407
MCC	915	708	889	938
TSSK1B	1	1	1	0
YTHDC2	1014	817	891	855
KCNN2	0	0	0	0
LOC101927078	0	0	0	0
TRIM36	188	128	119	146
PGGT1B	645	355	369	336
CCDC112	364	190	212	222
FEM1C	809	525	368	343
TMED7-TICAM2	1840	1139	1176	970
TICAM2	169	119	127	142
LOC101927100	1	3	1	0
TMED7	3376	2270	1977	1591
LOC102467217	0	0	0	0
CDO1	0	2	2	1
ATG12	3253	2862	2579	2262
AP3S1	3376	2557	2204	2072
LVRN	5	15	12	24
ARL14EPL	166	95	94	53
COMMD10	676	502	324	318
LOC101927190	0	2	0	0
SEMA6A	232	207	254	182
SEMA6A-AS1	31	22	27	21
LOC102467223	0	0	0	0
LINC00992	1	1	1	0
LOC102467224	0	0	0	0
HNCAT21	0	0	0	0
HRAT56	0	0	0	0
LOC102467225	0	0	0	0
DTWD2	67	63	44	109
DMXL1	402	396	450	411
MIR5706	0	0	0	0
TNFAIP8	171	166	274	215
HSD17B4	1443	1288	1219	1260
FAM170A	0	0	1	7
PRR16	1	11	3	9
LOC102467226	0	0	0	0
FTMT	0	0	0	0
SRFBP1	270	239	220	144
LOX	7	3	5	8
ZNF474	6	1	3	1
LOC100505841	0	0	0	0
SNCAIP	3	2	5	3
MGC32805	1	0	3	1
LOC101927379	0	0	0	0
SNX2	1379	1139	1432	1406
SNX24	210	176	140	142
PPIC	347	209	285	259
PRDM6	9	4	11	2
CEP120	473	389	462	501
CSNK1G3	640	496	577	560
LINC01170	0	0	0	0
ZNF608	101	133	158	166
LOC101927421	0	0	0	0
LOC101927460	0	0	0	0
LOC102546228	0	0	0	0
LOC101927488	0	0	0	0
GRAMD3	116	88	194	235
ALDH7A1	1647	1196	1239	1336
PHAX	884	678	504	468
TEX43	0	0	0	0
LMNB1	5258	4034	1441	970
MARCH3	32	29	36	35
C5orf63	96	73	167	91
MEGF10	0	0	0	0
PRRC1	1025	698	1019	880
CTXN3	0	0	0	0
LINC01184	86	80	70	63
SLC12A2	1068	693	700	632
FBN2	1	4	0	0
SLC27A6	161	208	179	181
ISOC1	1284	1015	835	666
MIR4633	0	0	0	0
MIR4460	0	0	0	0
ADAMTS19-AS1	0	0	0	0
ADAMTS19	0	0	0	0
KIAA1024L	0	0	0	0
CHSY3	91	67	53	52
HINT1	8578	5347	6481	5070
LYRM7	489	398	313	334
CDC42SE2	1183	845	813	707
RAPGEF6	657	437	458	471
FNIP1	349	286	242	277
MEIKIN	0	0	0	0
ACSL6	6	6	17	23
IL3	0	0	0	0
CSF2	0	0	3	1
P4HA2-AS1	40	14	28	28
P4HA2	988	697	796	774
MIR6830	0	0	0	0
PDLIM4	0	2	1	0
SLC22A4	45	13	40	34
LOC553103	25	24	29	23
MIR3936	2	1	3	2
SLC22A5	402	270	347	315
C5orf56	9	11	11	13
IRF1	453	318	472	363
IL5	0	0	2	1
RAD50	1778	1262	1030	1184
TH2LCRR	30	24	23	14
IL13	1	0	0	0
IL4	0	0	0	0
KIF3A	258	190	245	263
CCNI2	16	21	9	11
SEPT8	1595	1204	1439	1395
SOWAHA	5	7	3	3
SHROOM1	397	391	370	291
GDF9	59	54	60	34
UQCRQ	6040	3889	4741	3582
LEAP2	22	29	13	16
AFF4	1108	858	1201	1183
ZCCHC10	309	262	207	219
HSPA4	8642	6362	4952	4622
FSTL4	4	8	8	11
MIR1289-2	0	0	0	0
WSPAR	0	0	0	0
C5orf15	1051	717	930	772
VDAC1	8286	5427	4567	4220
TCF7	860	705	659	480
SKP1	3573	2027	2322	2240
PPP2CA	5984	4372	2961	2390
MIR3661	65	46	45	20
CDKL3	46	42	35	47
UBE2B	725	535	501	448
CDKN2AIPNL	719	465	524	407
LOC102546229	0	0	0	0
LOC101927934	0	0	2	2
JADE2	1337	1032	947	720
SAR1B	739	520	470	440
SEC24A	788	628	584	544
CAMLG	464	469	533	463
DDX46	6616	5087	3267	3059
C5orf24	1667	1238	1585	1379
TXNDC15	589	480	431	441
PCBD2	157	96	88	67
MIR4461	7	3	4	3
CATSPER3	35	28	54	29
PITX1	1483	847	781	570
C5orf66	460	357	287	207
C5orf66-AS1	0	0	0	0
C5orf66-AS2	1	0	0	0
H2AFY	9926	6251	6004	4903
DCANP1	0	0	0	0
TIFAB	0	0	0	0
NEUROG1	0	0	0	0
CXCL14	0	0	0	0
LOC340074	0	0	0	0
MIR5692C1	0	0	0	0
SLC25A48	17	9	6	5
IL9	0	0	0	0
FBXL21	1	0	0	0
LECT2	0	0	0	0
TGFBI	3	4	1	1
VTRNA2-1	32	26	17	12
SMAD5-AS1	7	8	2	3
SMAD5	1230	1065	1458	1482
LOC389332	3	1	2	1
TRPC7	0	0	1	0
SPOCK1	0	1	0	0
KLHL3	1	1	0	2
MIR874	0	0	0	0
HNRNPA0	6258	4980	3731	2789
NPY6R	0	0	1	0
MYOT	0	0	0	0
PKD2L2	43	24	21	24
FAM13B	518	316	293	277
WNT8A	0	0	0	0
NME5	31	26	36	32
BRD8	2247	1443	1666	1161
KIF20A	5667	3784	1499	924
CDC23	1522	1236	942	875
GFRA3	0	0	1	1
CDC25C	605	574	267	193
FAM53C	1831	1414	1234	1068
KDM3B	3886	2909	2969	2604
REEP2	49	71	156	179
EGR1	593	1816	908	537
ETF1	12818	8932	6399	5629
HSPA9	15456	11029	8060	7030
SNORD63	2	11	4	3
CTNNA1	12918	9230	8535	6975
LRRTM2	0	2	0	3
SIL1	834	679	938	848
SNHG4	670	544	524	327
MATR3	8643	5874	3764	3471
SNORA74A	34	15	13	28
PAIP2	2995	2357	2493	2303
SLC23A1	9	6	21	8
MZB1	1	0	0	0
PROB1	92	100	127	80
SPATA24	62	54	42	39
DNAJC18	173	142	160	169
ECSCR	0	0	0	0
TMEM173	511	400	687	468
UBE2D2	1728	1191	889	746
CXXC5	831	698	590	430
LOC101929696	0	0	0	0
PSD2	7	21	46	38
NRG2	19	25	32	35
LINC01024	31	16	35	34
PURA	570	518	498	370
IGIP	49	28	48	37
LOC101929719	2	4	4	3
CYSTM1	1021	692	826	689
PFDN1	2200	1538	1372	1287
HBEGF	218	245	348	230
SLC4A9	1	14	3	2
ANKHD1-EIF4EBP3	3174	2316	2231	2073
ANKHD1	3099	2254	2130	2050
EIF4EBP3	100	73	93	55
SRA1	1896	1514	2362	2070
APBB3	261	210	495	494
MIR6831	0	0	0	2
SLC35A4	1164	1017	1152	791
CD14	4	2	7	1
TMCO6	406	398	423	401
NDUFA2	1705	1324	1604	1189
IK	4934	3246	3574	3199
MIR3655	101	109	93	48
WDR55	1661	1255	1537	1172
DND1	190	175	163	133
HARS	5510	4128	3802	3425
HARS2	1647	1258	1449	1188
ZMAT2	1989	1204	1336	1111
VTRNA1-1	4	1	3	6
VTRNA1-2	1	0	0	0
VTRNA1-3	4	8	4	5
PCDHA1	37	49	60	28
PCDHA2	37	47	59	28
PCDHA3	37	47	59	28
PCDHA4	37	47	59	28
PCDHA5	37	47	59	28
PCDHA6	37	47	59	28
PCDHA7	37	47	61	28
PCDHA8	37	47	59	28
PCDHA9	37	47	59	28
PCDHA10	37	47	59	29
PCDHA11	37	48	60	28
PCDHA12	37	47	59	28
PCDHA13	37	47	59	28
PCDHAC1	51	58	73	37
PCDHAC2	89	131	132	82
LOC101926905	0	0	0	0
PCDHB1	0	0	0	0
PCDHB2	0	0	1	0
PCDHB3	0	0	1	0
PCDHB4	0	0	0	0
PCDHB5	0	0	0	0
PCDHB6	0	0	0	1
