GeneID	Chr	Start	End	Strand	Length
35280	LOC105375994	chr9	24537192	24543665	+	6474
35281	IZUMO3	chr9	24542973	24545930	-	2958
35282	LOC107987056	chr9	25478071	25530801	-	52731
35283	LOC105375996	chr9	25541872	25570674	-	28803
35284	LOC105375997	chr9	25579810	25588581	-	8772
35285	TUSC1	chr9	25676388	25678858	-	2471
35286	LINC01241	chr9	25780055	25812968	+	32914
35287	LOC100506422	chr9	26066674	26118408	+	51735
35288	LOC107987027	chr9	26132992	26147616	+	14625
35289	LOC105375999	chr9	26346169	26440349	-	94181
35290	LOC105369289	chr9	26676134	26681009	+	4876
35291	LOC105376000	chr9	26715418	26724937	-	9520
35292	LOC107987028	chr9	26797295	26804084	-	6790
35293	CAAP1	chr9	26840684	26892828	-	52145
35294	PLAA	chr9	26903449	26947473	-	44025
35295	IFT74-AS1	chr9	26955779	26956307	-	529
35296	IFT74	chr9	26956344	27036830	+	80487
35297	LRRC19	chr9	26993135	27005672	-	12538
35298	TEK	chr9	27109140	27230178	+	121039
35299	LINC00032	chr9	27245683	27282793	-	37111
35300	EQTN	chr9	27284653	27292394	-	7742
35301	MOB3B	chr9	27325208	27529814	-	204607
35302	LOC105376001	chr9	27496254	27500418	-	4165
35303	IFNK	chr9	27524313	27526498	+	2186
35304	LOC112268043	chr9	27531172	27540084	+	8913
35305	LOC107987057	chr9	27535366	27544144	-	8779
35306	C9orf72	chr9	27546545	27573866	-	27322
35307	LOC105376002	chr9	27665162	27684209	+	19048
35308	LINGO2	chr9	27937616	28016663	-	79048
35309	LOC105376004	chr9	28539237	28610168	+	70932
35310	LOC105376003	chr9	28613550	28657736	+	44187
35311	MIR876	chr9	28863625	28863706	-	82
35312	MIR873	chr9	28888878	28888955	-	78
35313	LOC105376005	chr9	29593237	29597306	-	4070
35314	LINC01242	chr9	30388934	30408454	-	19521
35315	LOC107987029	chr9	31024597	31027046	-	2450
35316	LOC105376009	chr9	31119053	31128553	-	9501
35317	LINC01243	chr9	31371610	31381490	-	9881
35318	LOC105376010	chr9	31578617	31606120	+	27504
35319	LOC105376013	chr9	31834266	31849261	-	14996
35320	LOC105376011	chr9	31882046	31917934	-	35889
35321	LOC107987059	chr9	32282301	32351955	-	69655
35322	ACO1	chr9	32384642	32454769	+	70128
35323	DDX58	chr9	32455301	32526196	-	70896
35324	TOPORS	chr9	32540543	32552628	-	12086
35325	SMIM27	chr9	32550975	32553007	+	2033
35326	NDUFB6	chr9	32553000	32573159	-	20160
35327	LOC105376015	chr9	32603906	32609001	-	5096
35328	TAF1L	chr9	32629453	32635669	-	6217
35329	LOC105376017	chr9	32724142	32783304	-	59163
35330	LOC105376016	chr9	32738970	32767510	+	28541
35331	TMEM215	chr9	32783498	32789201	+	5704
35332	LOC107987060	chr9	32840655	32842905	-	2251
35333	APTX	chr9	32926381	33001641	-	75261
35334	DNAJA1	chr9	33025202	33039907	+	14706
35335	SMU1	chr9	33041764	33076674	-	34911
35336	MIR12117	chr9	33108691	33108765	+	75
35337	B4GALT1	chr9	33110640	33167358	-	56719
35338	B4GALT1-AS1	chr9	33166947	33179983	+	13037
35339	SPINK4	chr9	33240166	33248567	+	8402
35340	BAG1	chr9	33252470	33264708	-	12239
35341	CHMP5	chr9	33264878	33282069	+	17192
35342	NFX1	chr9	33290474	33371157	+	80684
35343	LOC105376018	chr9	33348792	33351593	-	2802
35344	AQP7	chr9	33383134	33402677	-	19544
35345	LOC105376020	chr9	33401670	33410302	+	8633
35346	AQP3	chr9	33441153	33447596	-	6444
35347	NOL6	chr9	33460810	33473890	-	13081
35348	MIR6851	chr9	33467868	33467935	-	68
35349	LOC107987061	chr9	33474005	33489908	+	15904
35350	SUGT1P1	chr9	33500755	33511166	-	10412
35351	ANKRD18B	chr9	33524250	33575442	+	51193
35352	ANXA2P2	chr9	33624224	33625534	+	1311
35353	PTENP1	chr9	33673503	33677420	-	3918
35354	PTENP1-AS	chr9	33677267	33688011	+	10745
35355	LINC01251	chr9	33732974	33738416	-	5443
35356	PRSS3	chr9	33750465	33799231	+	48767
35357	UBE2R2	chr9	33817159	33920399	+	103241
35358	UBAP2	chr9	33921692	34049199	-	127508
35359	SNORD121B	chr9	33934296	33934375	-	80
35360	SNORD121A	chr9	33952763	33952854	-	92
35361	DCAF12	chr9	34086386	34126698	-	40313
35362	UBAP1	chr9	34179004	34252523	+	73520
35363	LOC114224	chr9	34186107	34188194	+	2088
35364	KIF24	chr9	34252032	34333520	-	81489
35365	NUDT2	chr9	34329505	34343713	+	14209
35366	MYORG	chr9	34366148	34376952	-	10805
35367	C9orf24	chr9	34379018	34382136	-	3119
35368	FAM219A	chr9	34398183	34458570	-	60388
35369	DNAI1	chr9	34458751	34520989	+	62239
35370	ENHO	chr9	34521042	34522990	-	1949
35371	CNTFR	chr9	34551431	34590386	-	38956
35372	CNTFR-AS1	chr9	34568011	34583072	+	15062
35373	LOC105376023	chr9	34568987	34571027	+	2041
35374	RPP25L	chr9	34610494	34612097	-	1604
35375	DCTN3	chr9	34613544	34620523	-	6980
35376	ARID3C	chr9	34621048	34629055	-	8008
35377	SIGMAR1	chr9	34634721	34637826	-	3106
35378	GALT	chr9	34646674	34651035	+	4362
35379	IL11RA	chr9	34652184	34661902	+	9719
35380	CCL27	chr9	34661889	34662657	-	769
35381	LOC730098	chr9	34664162	34666056	-	1895
35382	LOC107987063	chr9	34665606	34674932	+	9327
35383	CCL19	chr9	34689569	34691276	-	1708
35384	CCL21	chr9	34709004	34710136	-	1133
35385	FAM205A	chr9	34723052	34729488	-	6437
35386	FAM205BP	chr9	34830266	34838586	-	8321
35387	FAM205C	chr9	34889063	34895778	-	6716
35388	PHF24	chr9	34957486	34982544	+	25059
35389	DNAJB5-DT	chr9	34985409	34989379	-	3971
35390	DNAJB5	chr9	34989744	34998900	+	9157
35391	LOC105376025	chr9	35013522	35024765	-	11244
35392	C9orf131	chr9	35041094	35045991	+	4898
35393	VCP	chr9	35056063	35072668	-	16606
35394	FANCG	chr9	35073837	35080016	-	6180
35395	PIGO	chr9	35088687	35096601	-	7915
35396	STOML2	chr9	35099775	35103195	-	3421
35397	FAM214B	chr9	35104120	35112392	-	8273
35398	UNC13B	chr9	35310466	35405337	+	94872
35399	ATP8B5P	chr9	35406754	35483029	+	76276
35400	RUSC2	chr9	35490110	35561895	+	71786
35401	LOC105376026	chr9	35491135	35492798	-	1664
35402	FAM166B	chr9	35561830	35563878	-	2049
35403	TESK1	chr9	35605261	35610033	+	4773
35404	MIR4667	chr9	35608093	35608159	+	67
35405	CD72	chr9	35609980	35618427	-	8448
35406	LOC101926948	chr9	35646269	35647476	+	1208
35407	SIT1	chr9	35649294	35650931	-	1638
35408	RMRP	chr9	35657750	35658018	-	269
35409	CCDC107	chr9	35658291	35661511	+	3221
35410	ARHGEF39	chr9	35658874	35665205	-	6332
35411	CA9	chr9	35673808	35681159	+	7352
35412	TPM2	chr9	35681992	35690056	-	8065
35413	TLN1	chr9	35696947	35732195	-	35249
35414	MIR6852	chr9	35710675	35710741	-	67
35415	CREB3	chr9	35732665	35736999	+	4335
35416	MIR6853	chr9	35732921	35732995	+	75
35417	GBA2	chr9	35736865	35744386	-	7522
35418	RGP1	chr9	35749286	35758585	+	9300
35419	MSMP	chr9	35752989	35754276	-	1288
35420	NPR2	chr9	35800069	35809719	+	9651
35421	SPAG8	chr9	35807784	35812262	-	4479
35422	HINT2	chr9	35812959	35815479	-	2521
35423	FAM221B	chr9	35816390	35828732	-	12343
35424	TMEM8B	chr9	35829227	35865515	+	36289
35425	OR13J1	chr9	35869462	35870401	-	940
35426	HRCT1	chr9	35906201	35907136	+	936
35427	SPAAR	chr9	35909489	35911686	+	2198
35428	OR2S2	chr9	35957107	35958154	-	1048
35429	RECK	chr9	36036912	36124455	+	87544
35430	GLIPR2	chr9	36136535	36163913	+	27379
35431	CCIN	chr9	36169387	36171334	+	1948
35432	CLTA	chr9	36190855	36212062	+	21208
35433	GNE	chr9	36214440	36277056	-	62617
35434	LOC102724322	chr9	36265320	36318465	+	53146
35435	RNF38	chr9	36336399	36401198	-	64800
35436	MELK	chr9	36580773	36677682	+	96910
35437	LOC105376030	chr9	36779640	36829481	+	49842
35438	MIR4475	chr9	36823538	36823599	-	62
35439	PAX5	chr9	36833268	37034268	-	201001
35440	MIR4540	chr9	36864253	36864308	-	56
35441	MIR4476	chr9	36893461	36893531	-	71
35442	LOC105376032	chr9	37002696	37007774	+	5079
35443	LOC105376031	chr9	37027762	37031333	+	3572
35444	EBLN3P	chr9	37079895	37090401	+	10507
35445	LOC105376034	chr9	37110934	37120088	-	9155
35446	ZCCHC7	chr9	37120165	37358149	+	237985
35447	LOC105376033	chr9	37164621	37187005	+	22385
35448	LOC105376035	chr9	37381637	37421411	+	39775
35449	LINC01627	chr9	37384301	37395226	-	10926
35450	GRHPR	chr9	37422434	37438952	+	16519
35451	ZBTB5	chr9	37438101	37465450	-	27350
35452	POLR1E	chr9	37485934	37503697	+	17764
35453	FBXO10	chr9	37510891	37576459	-	65569
35454	TOMM5	chr9	37588412	37592639	-	4228
35455	FRMPD1	chr9	37650953	37746904	+	95952
35456	TRMT10B	chr9	37753210	37780459	+	27250
35457	EXOSC3	chr9	37779713	37785092	-	5380
35458	LOC105376037	chr9	37789045	37800798	-	11754
35459	DCAF10	chr9	37800553	37867669	+	67117
35460	SLC25A51	chr9	37877574	37904353	-	26780
35461	SHB	chr9	37915897	38069227	-	153331
35462	LOC105376039	chr9	38070330	38074639	-	4310
35463	LOC107987064	chr9	38201970	38227022	-	25053
35464	LOC107987065	chr9	38316122	38381298	+	65177
35465	LOC105376040	chr9	38354892	38376369	-	21478
35466	ALDH1B1	chr9	38392701	38398661	+	5961
35467	IGFBPL1	chr9	38406527	38424454	-	17928
35468	LOC105376041	chr9	38424610	38444808	+	20199
35469	LOC105376042	chr9	38502036	38504347	+	2312
35470	FAM95C	chr9	38540566	38545372	-	4807
35471	ANKRD18A	chr9	38566259	38620589	-	54331
35472	FAM201A	chr9	38621087	38623284	+	2198
35473	LOC105376043	chr9	38848568	38873795	+	25228
35474	LOC105376044	chr9	38901160	38903553	-	2394
35475	LOC101927042	chr9	38949637	38998500	+	48864
35476	CNTNAP3	chr9	39072766	39288303	-	215538
35477	LOC105376045	chr9	39321308	39322259	+	952
35478	SPATA31A1	chr9	39355668	39361962	+	6295
35479	FAM74A1	chr9	39371064	39376916	+	5853
35480	ZNF658B	chr9	39443814	39464526	-	20713
35481	LOC105376046	chr9	39674629	39680976	-	6348
35482	GLIDR	chr9	39803495	39810159	-	6665
35483	FGF7P3	chr9	39813783	39874566	-	60784
35484	LOC554249	chr9	39873856	39875395	+	1540
35485	LOC105376050	chr9	39897450	39963803	+	66354
35486	LOC107986992	chr9	40027915	40030749	-	2835
35487	LOC107986991	chr9	40091342	40106530	-	15189
35488	LOC112268033	chr9	40167405	40168836	+	1432
35489	LOC112268034	chr9	40169499	40172388	+	2890
35490	LOC102724431	chr9	40189070	40214200	+	25131
35491	LOC105369249	chr9	40214212	40217916	+	3705
35492	ANKRD20A2	chr9	40223284	40282358	+	59075
35493	FAM95B1	chr9	40323570	40329220	+	5651
35494	GXYLT1P3	chr9	40348498	40353658	+	5161
35495	LOC107986995	chr9	40448329	40458347	-	10019
35496	LOC102724580	chr9	40499980	40578494	+	78515
35497	LOC101929959	chr9	40574541	40584211	-	9671
35498	LOC107984006	chr9	40584503	40593812	+	9310
35499	LOC107986993	chr9	40609275	40622300	-	13026
35500	LOC100132004	chr9	40757986	40768290	-	10305
35501	MIR1299	chr9	40929009	40929092	-	84
35502	LOC107986997	chr9	40949452	40992761	-	43310
35503	FRG1HP	chr9	40992260	41039103	+	46844
35504	PGM5P2	chr9	41007010	41074625	-	67616
35505	LOC105376058	chr9	41080487	41089771	+	9285
35506	LOC440896	chr9	41100966	41108930	-	7965
35507	FOXD4L6	chr9	41126250	41128975	-	2726
35508	CBWD6	chr9	41131308	41198865	-	67558
35509	LOC107986998	chr9	41186694	41189098	-	2405
35510	MIR4477A	chr9	41233754	41233835	+	82
35511	LOC107984035	chr9	41358861	41482101	+	123241
35512	LOC112268035	chr9	41398005	41410018	+	12014
35513	LOC105376065	chr9	41464422	41512282	-	47861
35514	LOC101928906	chr9	41647613	41655207	-	7595
35515	FAM27E2	chr9	41647673	41649440	+	1768
35516	FAM242F	chr9	41694356	41699001	-	4646
35517	LOC107987000	chr9	41705524	41714967	+	9444
35518	LOC105376063	chr9	41758175	41765830	+	7656
35519	CNTNAP3B	chr9	41891886	42129504	-	237619
35520	SPATA31A6	chr9	42183658	42189887	+	6230
35521	FAM74A7	chr9	42198861	42206016	+	7156
35522	LOC112268036	chr9	42224435	42233512	-	9078
35523	LOC103908605	chr9	42567858	42569349	-	1492
35524	LOC101927827	chr9	42579804	42586534	-	6731
35525	XLOC_007697	chr9	42788399	42789608	+	1210
35526	LOC102724818	chr9	42834174	42840895	+	6722
35527	LOC112268044	chr9	42903369	42914186	+	10818
35528	LOC105376067	chr9	43092107	43093850	-	1744
35529	LOC102724904	chr9	43126165	43139880	+	13716
35530	LOC105379434	chr9	60898313	60899726	+	1414
35531	SPATA31A5	chr9	60914371	60920647	+	6277
35532	LOC107987066	chr9	60918580	60927822	-	9243
35533	FAM74A6	chr9	60929781	60935727	+	5947
35534	LOC107984126	chr9	61002334	61003885	-	1552
35535	LOC105379249	chr9	61174251	61175665	+	1415
35536	SPATA31A7	chr9	61190035	61196280	+	6246
35537	FAM74A4	chr9	61205259	61212373	+	7115
35538	LOC105379435	chr9	61296773	61297724	-	952
35539	CNTNAP3C	chr9	61330591	61461350	+	130760
35540	LOC105379437	chr9	61549133	61555131	-	5999
35541	FAM27C	chr9	61854083	61855340	+	1258
35542	FAM27E4	chr9	61856089	61863392	+	7304
35543	LOC105379807	chr9	61861563	61862615	-	1053
35544	LOC102723678	chr9	61865631	61869164	-	3534
35545	FAM242E	chr9	61906374	61911202	-	4829
35546	LOC107987007	chr9	61917158	61925182	+	8025
35547	LOC107987010	chr9	61930580	61935422	-	4843
35548	LOC101930026	chr9	61970349	61977988	+	7640
35549	LOC107987008	chr9	62028375	62097554	+	69180
35550	LOC105379439	chr9	62125626	62129213	-	3588
35551	LOC105379263	chr9	62292886	62353272	-	60387
35552	LOC102724238	chr9	62374480	62376870	-	2391
35553	FGF7P6	chr9	62376255	62435519	+	59265
35554	LINC01189	chr9	62452489	62522018	+	69530
35555	LOC103908604	chr9	62532561	62542812	+	10252
35556	LINC01410	chr9	62801464	62813486	+	12023
35557	LOC100132249	chr9	62834247	62838346	-	4100
35558	PTGER4P2-CDK2AP2P2	chr9	62838444	62847206	+	8763
35559	LERFS	chr9	62857855	62898087	-	40233
35560	LOC728673	chr9	62897375	62899777	+	2403
35561	LOC107987006	chr9	63016970	63030833	+	13864
35562	LOC107987004	chr9	63044411	63046084	-	1674
35563	LOC107987003	chr9	63047993	63053011	-	5019
35564	LOC286297	chr9	63112402	63127100	-	14699
35565	LOC105379814	chr9	63125959	63133573	+	7615
35566	AQP7P1	chr9	63315242	63334520	-	19279
35567	LOC100996643	chr9	63333337	63378847	+	45511
35568	LOC105379442	chr9	63408502	63414109	-	5608
35569	LOC107987009	chr9	63440676	63443988	-	3313
35570	LOC105379255	chr9	63549211	63597004	+	47794
35571	LINC00537	chr9	63812940	63819029	+	6090
35572	MIR4477B	chr9	63819573	63819654	+	82
35573	FRG1JP	chr9	63832049	63859634	-	27586
35574	FLJ43315	chr9	64016949	64061612	+	44664
35575	ANKRD20A4-ANKRD20A20P	chr9	64369393	64469242	+	99850
35576	ANKRD20A4	chr9	64369562	64412691	+	43130
35577	LOC105379257	chr9	64603834	64618296	-	14463
35578	LOC101929583	chr9	64639733	64700461	+	60729
35579	LOC107987067	chr9	64719880	64721240	+	1361
35580	LOC107987068	chr9	64733637	64738103	-	4467
35581	LOC100132154	chr9	64810709	64889074	-	78366
35582	LOC102724507	chr9	65134618	65144163	-	9546
35583	LOC105379443	chr9	65143057	65185164	+	42108
35584	LOC112268045	chr9	65218010	65231654	-	13645
35585	FOXD4L5	chr9	65282100	65285209	-	3110
35586	LOC105379444	chr9	65383201	65384351	+	1151
35587	LOC107987069	chr9	65394919	65396407	-	1489
35588	LOC105379445	chr9	65400311	65402239	+	1929
35589	LOC105379446	chr9	65445304	65454892	-	9589
35590	LOC105379447	chr9	65546936	65551631	+	4696
35591	LOC105379251	chr9	65651094	65666135	+	15042
35592	CBWD5	chr9	65666373	65734041	+	67669
35593	LOC105379250	chr9	65720098	65723902	+	3805
35594	FOXD4L4	chr9	65737145	65738396	+	1252
35595	LOC101928381	chr9	65791120	65802027	+	10908
35596	LOC107987071	chr9	65820965	65825407	-	4443
35597	LOC101928195	chr9	65836969	65877274	-	40306
35598	AQP7P3	chr9	65877573	65912560	+	34988
35599	LOC112267859	chr9	65885057	65894737	+	9681
35600	LOC105379252	chr9	66047084	66052734	-	5651
35601	ANKRD20A3	chr9	66093945	66154762	-	60818
35602	LOC642929	chr9	66159958	66164906	-	4949
35603	LOC107987072	chr9	66269986	66285324	+	15339
35604	LOC107987073	chr9	66386741	66391345	+	4605
35605	LOC105379448	chr9	66593602	66601390	+	7789
35606	ZNF658	chr9	66903360	66932141	+	28782
35607	FAM74A3	chr9	66970161	66977317	-	7157
35608	SPATA31A3	chr9	66986303	66992550	-	6248
35609	LOC105379450	chr9	67006924	67009022	-	2099
35610	CNTNAP3P2	chr9	67059459	67297156	+	237698
35611	LOC101927602	chr9	67365071	67414285	-	49215
35612	LOC105379451	chr9	67459178	67462802	+	3625
35613	LOC105379452	chr9	67490296	67560335	-	70040
35614	LOC107987074	chr9	67653002	67657916	+	4915
35615	LOC105379453	chr9	67670263	67674789	+	4527
35616	LOC107987075	chr9	67677209	67724090	-	46882
35617	LOC102723709	chr9	67711676	67713733	+	2058
35618	FAM27E3	chr9	67717497	67719179	-	1683
35619	FAM27B	chr9	67725482	67726743	-	1262
35620	LOC107987076	chr9	67802086	67806515	+	4430
35621	LOC101928608	chr9	67832798	67853880	+	21083
35622	ANKRD20A1	chr9	67859314	67902394	+	43081
35623	CBWD3	chr9	68241865	68300012	+	58148
35624	FOXD4L3	chr9	68302866	68305084	+	2219
35625	LOC107987077	chr9	68306531	68311824	+	5294
35626	LOC101929800	chr9	68322463	68330437	+	7975
35627	LOC102723624	chr9	68341982	68351098	-	9117
35628	PGM5-AS1	chr9	68355163	68357866	-	2704
35629	PGM5	chr9	68356583	68431863	+	75281
35630	LOC105376070	chr9	68394399	68399331	-	4933
35631	TMEM252	chr9	68536579	68540883	-	4305
35632	TMEM252-DT	chr9	68541153	68644389	+	103237
35633	LINC01506	chr9	68543540	68546602	-	3063
35634	LOC105376071	chr9	68626239	68635132	-	8894
35635	PIP5K1B	chr9	68705216	69009176	+	303961
35636	FAM122A	chr9	68780064	68785566	+	5503
35637	LOC101927069	chr9	68953087	68975841	-	22755
35638	PRKACG	chr9	69012528	69014123	-	1596
35639	FXN	chr9	69035751	69079076	+	43326
35640	TJP2	chr9	69174054	69255208	+	81155
35641	BANCR	chr9	69296680	69307056	-	10377
35642	FAM189A2	chr9	69324571	69392473	+	67903
35643	LOC105376074	chr9	69392262	69399418	-	7157
35644	APBA1	chr9	69427531	69673012	-	245482
35645	PTAR1	chr9	69709524	69760044	-	50521
35646	LOC105376076	chr9	69760080	69799046	+	38967
35647	C9orf135-DT	chr9	69819404	69820739	-	1336
35648	C9orf135	chr9	69820803	69906237	+	85435
35649	MAMDC2	chr9	70043580	70226972	+	183393
35650	MAMDC2-AS1	chr9	70153133	70175888	-	22756
35651	SMC5-AS1	chr9	70216058	70258874	-	42817
35652	SMC5	chr9	70258961	70354873	+	95913
35653	KLF9	chr9	70384596	70414657	-	30062
35654	LOC101927086	chr9	70413671	70500491	+	86821
35655	LOC105376079	chr9	70465750	70470549	-	4800
35656	TRPM3	chr9	70529059	71446971	-	917913
35657	LOC107984011	chr9	70603437	70608272	+	4836
35658	LOC105376078	chr9	70669973	70714442	+	44470
35659	MIR204	chr9	70809974	70810084	-	111
35660	LOC107987078	chr9	70832337	70843051	+	10715
35661	LOC107987079	chr9	71282440	71330054	-	47615
35662	CEMIP2	chr9	71683570	71769532	-	85963
35663	ABHD17B	chr9	71862451	71911245	-	48795
35664	C9orf85	chr9	71911638	71986058	+	74421
35665	LOC101927108	chr9	72030055	72081014	+	50960
35666	C9orf57	chr9	72051375	72060613	-	9239
35667	GDA	chr9	72162036	72252224	+	90189
35668	LINC01504	chr9	72305435	72343210	+	37776
35669	ZFAND5	chr9	72351412	72365208	-	13797
35670	LOC105376080	chr9	72477666	72485301	+	7636
35671	TMC1	chr9	72521800	72836351	+	314552
35672	LOC101927234	chr9	72522296	72528106	-	5811
35673	LOC101927191	chr9	72557621	72577291	-	19671
35674	LINC01474	chr9	72871727	72874109	-	2383
35675	ALDH1A1	chr9	72900670	72953053	-	52384
35676	LOC105376081	chr9	73090354	73113916	-	23563
35677	ANXA1	chr9	73151864	73170393	+	18530
35678	LOC105376082	chr9	73240398	73259135	-	18738
35679	LOC101927281	chr9	73357892	73366382	+	8491
35680	LOC105376084	chr9	73411628	73452886	+	41259
35681	LOC105376083	chr9	73411634	73430915	-	19282
35682	LOC102723850	chr9	73452881	73464567	+	11687
35683	LOC105376085	chr9	73573614	73579783	+	6170
35684	LOC105376086	chr9	73924034	73938958	+	14925
35685	LOC101927329	chr9	74121219	74275368	-	154150
35686	LOC105376087	chr9	74343664	74371417	-	27754
35687	LOC101927358	chr9	74371530	74383530	+	12001
35688	RORB-AS1	chr9	74473434	74498553	-	25120
35689	RORB	chr9	74615533	74693177	+	77645
35690	LOC105376088	chr9	74630656	74642433	-	11778
35691	TRPM6	chr9	74722494	74887921	-	165428
35692	C9orf40	chr9	74946582	74952912	-	6331
35693	CARNMT1-AS1	chr9	74952964	74997382	+	44419
35694	CARNMT1	chr9	74980793	75028430	-	47638
35695	NMRK1	chr9	75060576	75088319	-	27744
35696	OSTF1	chr9	75088513	75147265	+	58753
35697	LOC105376090	chr9	75151610	75179546	+	27937
35698	LOC107987080	chr9	75230650	75239860	-	9211
35699	LOC105376091	chr9	75852835	75879522	+	26688
35700	PCSK5	chr9	75890672	76362975	+	472304
35701	RFK	chr9	76385525	76394426	-	8902
35702	RPSAP9	chr9	76398598	76400038	+	1441
35703	GCNT1	chr9	76500632	76507416	+	6785
35704	LOC105376093	chr9	76515002	76565733	+	50732
35705	LOC105376095	chr9	76608664	76677586	+	68923
35706	PRUNE2	chr9	76611375	76692415	-	81041
35707	PCA3	chr9	76764435	76787569	+	23135
35708	FOXB2	chr9	77019654	77020953	+	1300
35709	LOC105376096	chr9	77034622	77055130	-	20509
35710	VPS13A-AS1	chr9	77176755	77177917	-	1163
35711	VPS13A	chr9	77177352	77421537	+	244186
35712	GNA14	chr9	77423078	77457001	-	33924
35713	GNA14-AS1	chr9	77447648	77526762	+	79115
35714	GNAQ	chr9	77716096	78031811	-	315716
35715	LOC107987081	chr9	77900718	77917451	-	16734
35716	LOC107987031	chr9	78093714	78097418	-	3705
35717	CEP78	chr9	78236074	78279690	+	43617
35718	PSAT1	chr9	78297124	78330093	+	32970
35719	LOC107987083	chr9	78357604	78423724	+	66121
35720	LOC105376097	chr9	78860786	78882221	-	21436
35721	LOC101927450	chr9	79135421	79145666	-	10246
35722	LOC102723932	chr9	79517872	79567770	-	49899
35723	TLE4	chr9	79706825	79726743	+	19919
35724	LOC105376101	chr9	79862206	79887890	-	25685
