X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Caffeine.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Caffeine.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Ethanol.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Ethanol.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Nicotine.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Nicotine.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Water.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Water.2.sorted.bam
SPACA5	10	9	0	0	0	8	6	2
ZNF630-AS1	1	1	0	0	3	0	0	0
ZNF630	212	303	147	128	291	217	139	84
SSX6P	4	4	5	5	6	6	1	7
SPACA5B	2	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0
SSX1	1	0	0	0	3	0	0	0
SSX9P	0	0	0	0	0	0	0	0
SSX3	0	0	1	3	1	0	1	1
SSX4	1	4	2	0	2	0	0	0
SSX4B	1	3	1	2	2	0	0	0
SLC38A5	1309	1995	1640	1894	3037	3180	1388	1434
FTSJ1	1229	1606	1164	1095	2204	1949	976	872
LOC101927635	24	41	31	19	27	20	23	14
PORCN	248	397	196	246	417	413	219	169
EBP	1108	1414	1554	1417	2902	2792	1283	1109
TBC1D25	1052	1534	902	949	1663	1648	773	707
RBM3	4882	6738	4566	4791	8356	7565	3586	3358
WDR13	1115	1810	908	1009	1837	1664	896	809
LOC107985695	6	6	0	4	3	4	5	1
WAS	2604	3880	2470	2591	4302	4468	2067	1927
SUV39H1	741	926	622	641	1101	1150	582	477
GLOD5	2	0	0	0	0	0	0	0
GATA1	0	1	0	0	0	0	0	0
HDAC6	434	655	352	339	668	601	294	268
ERAS	2	1	0	0	1	4	0	1
PCSK1N	0	1	2	3	3	2	0	0
TIMM17B	938	1546	788	837	1490	1445	630	658
PQBP1	1243	1937	979	1200	1702	1777	783	836
SLC35A2	632	1039	397	394	778	708	349	362
PIM2	10575	17157	5041	5097	8955	9422	4125	3904
OTUD5	3035	4684	2112	2068	3793	3820	1699	1730
KCND1	132	186	69	59	141	143	78	45
GRIPAP1	3762	5619	3116	2984	5358	4672	2741	2344
TFE3	1420	2118	1090	1070	2000	1982	928	820
CCDC120	355	510	242	268	453	406	261	191
PRAF2	273	391	226	209	348	326	174	149
WDR45	739	1194	422	517	851	901	406	384
GPKOW	553	822	470	454	859	826	435	369
LOC105373195	172	268	116	95	270	233	112	112
MAGIX	48	72	39	48	72	85	29	33
PLP2	1493	1959	1246	1130	2111	1977	925	781
PRICKLE3	641	965	591	637	1143	1109	548	458
SYP	86	149	88	81	161	131	60	74
SYP-AS1	2	1	0	6	1	3	2	0
CACNA1F	37	39	19	12	45	57	30	15
CCDC22	742	1170	680	647	1189	1208	583	523
FOXP3	9	17	8	8	16	13	8	4
FLICR	1	1	2	2	3	3	2	1
PPP1R3F	592	866	515	533	962	854	488	405
GAGE10	6	11	8	9	12	6	12	5
GAGE12J	0	0	0	4	2	2	1	0
GAGE13	0	0	0	2	6	3	1	0
GAGE12B	2	0	1	3	0	0	0	0
GAGE12C	4	0	2	2	4	0	0	0
GAGE12D	0	0	1	0	1	0	0	0
GAGE12E	2	0	4	0	4	0	0	0
GAGE12F	0	0	0	0	0	0	0	0
GAGE12G	4	0	0	0	4	1	0	0
GAGE12H	0	0	0	0	0	2	0	0
GAGE2A	1	0	0	0	3	0	0	0
GAGE1	0	0	0	0	0	0	0	0
PAGE1	0	0	0	0	0	1	0	0
PAGE4	0	0	0	0	0	0	1	0
USP27X-AS1	29	29	18	6	29	23	15	5
USP27X	54	82	46	20	74	71	39	29
MIR532	0	0	0	0	0	0	1	0
MIR188	0	0	0	0	2	1	0	0
MIR500A	0	0	0	0	0	0	0	1
MIR362	0	0	0	0	0	0	0	0
MIR501	0	0	0	1	0	0	0	0
MIR500B	0	0	0	0	1	0	0	2
MIR660	1	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0
CLCN5	243	455	240	280	453	420	232	223
AKAP4	0	0	0	0	0	0	0	0
CCNB3	14	28	20	12	31	17	16	19
DGKK	2	1	0	1	3	0	1	0
SHROOM4	1	0	1	0	2	2	4	0
BMP15	0	0	0	0	0	0	0	0
LOC105373202	0	0	0	0	0	0	0	0
LINC01284	3	0	1	2	9	2	0	0
LOC105373204	2	0	1	0	2	3	2	0
NUDT10	0	0	0	1	2	1	0	0
EZHIP	0	0	0	0	0	0	0	0
NUDT11	0	0	1	0	0	3	0	0
LINC01496	0	0	1	0	0	0	0	0
CENPVL3	0	0	0	0	1	0	0	0
LOC105373205	0	0	0	0	0	0	0	0
CENPVL2	0	0	0	0	0	0	0	0
CENPVL1	0	0	0	0	0	0	0	0
GSPT2	454	621	409	341	693	562	315	265
MAGED1	4148	5925	3666	3645	6886	6639	3387	2858
LOC401589	0	0	0	0	0	0	0	0
LOC105377208	0	0	0	0	0	0	0	0
MAGED4B	4	1	6	4	4	8	3	5
SNORA11E	0	0	0	0	0	0	0	0
MAGED4	4	1	6	4	4	8	3	5
SNORA11D	0	0	0	0	0	0	0	0
LOC105377209	3	6	3	4	4	1	3	2
MIR8088	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	0	0
XAGE1A	2	0	0	0	0	0	1	0
XAGE1B	2	0	0	0	0	0	1	0
SSX8P	0	0	0	0	0	0	0	0
SSX7	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0	0	0
XAGE3	0	0	0	0	1	0	0	0
FAM156B	1167	1551	999	952	1886	1647	929	711
FAM156A	1858	2631	1652	1542	3036	2648	1431	1238
GPR173	1	5	0	3	0	4	4	4
TSPYL2	811	1146	1078	893	1676	1539	834	626
KANTR	886	1275	932	827	1753	1549	777	569
KDM5C	6625	9463	5728	5902	10495	9965	5232	4461
MIR6895	0	0	0	0	0	0	0	0
MIR6894	0	0	0	0	0	0	0	0
IQSEC2	35	34	42	26	57	66	21	22
SMC1A	8012	11126	7736	7472	14168	12200	6699	5842
MIR6857	0	0	0	0	0	0	0	0
RIBC1	17	44	18	19	33	36	11	13
HSD17B10	1439	2047	1379	1443	2431	2257	1055	1071
HUWE1	22579	31402	20431	20701	37607	34005	17984	15671
MIR98	0	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0
PHF8	1917	2830	1648	1664	2948	2743	1314	1378
FAM120C	653	835	481	454	869	712	417	316
WNK3	4	8	8	6	12	25	8	8
TSR2	1252	1735	979	779	1568	1387	696	617
FGD1	2	5	2	0	1	4	4	1
GNL3L	2607	3934	2367	2527	4329	3923	1994	1935
LOC107985712	8	14	7	1	16	12	5	4
ITIH6	0	2	1	3	1	2	2	0
MAGED2	1396	2039	1092	893	1998	1673	909	798
SNORA11	0	0	0	0	0	0	0	0
TRO	273	373	210	201	439	412	205	194
SNORA11G	0	0	0	0	0	0	0	0
PFKFB1	172	272	108	121	242	203	72	64
APEX2	1011	1350	990	932	1901	1810	818	753
ALAS2	1	1	0	1	0	0	0	0
PAGE2B	26	67	35	26	70	73	41	26
PAGE2	0	0	0	0	0	4	0	0
FAM104B	183	229	185	149	296	274	178	92
MTRNR2L10	0	0	0	0	0	0	0	0
SNORA109	0	0	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0	0	0
PAGE3	0	0	0	0	0	0	0	0
LOC100421746	1	0	0	0	0	0	0	0
MIR4536-1	1	0	0	0	0	0	2	0
MIR4536-2	0	0	0	0	0	0	0	0
MAGEH1	248	322	291	215	451	326	233	161
USP51	51	80	61	68	131	125	53	45
LOC101928692	15	4	7	7	21	6	11	4
FOXR2	0	0	0	0	0	0	0	0
XAGE-4	0	0	0	0	0	0	0	0
RRAGB	1161	1723	878	885	1707	1493	803	735
KLF8	866	1126	675	572	1156	1011	556	420
UBQLN2	898	1196	836	801	1498	1452	734	566
NBDY	2289	3449	2047	2142	3484	3538	1666	1523
UQCRBP1	8	9	15	10	6	7	2	3
SPIN3	571	851	407	393	747	652	299	269
SPIN2B	347	553	346	261	542	461	274	200
SPIN2A	100	133	113	38	116	113	69	44
FAAH2	164	249	107	88	185	183	85	72
ZXDB	312	486	271	289	498	467	232	206
LOC107985708	0	0	0	0	0	0	0	0
NLRP2B	0	0	0	0	0	0	0	0
ZXDA	184	282	132	142	262	275	124	117
LOC105377211	3	2	1	0	3	1	1	0
LOC105377212	4	2	1	0	4	4	1	0
LOC112268310	0	1	2	2	1	6	0	0
SPIN4	494	561	357	277	674	603	243	225
LINC01278	1024	1486	903	928	1563	1515	698	647
ARHGEF9	1301	1860	1024	1027	2015	1775	930	714
ARHGEF9-IT1	3	2	1	2	3	9	0	4
MIR1468	0	0	0	0	0	0	0	0
AMER1	530	632	541	500	849	836	451	404
ASB12	2	0	0	1	2	2	1	0
MTMR8	418	582	334	384	618	598	255	309
LOC112268307	0	0	0	1	0	0	0	0
LOC105373239	146	174	71	81	147	150	46	48
ZC4H2	601	864	549	563	1005	951	477	424
ZC3H12B	239	353	173	173	349	331	172	150
LAS1L	1853	2641	1674	1888	3050	2755	1523	1313
FRMD8P1	0	0	0	0	0	0	0	0
LOC107985679	0	0	1	0	0	3	2	1
MSN	17969	25349	15655	15571	28318	27807	13777	12313
MIR223	59	124	42	35	75	60	19	27
VSIG4	1	2	1	0	3	1	0	0
HEPH	74	104	82	73	135	106	60	69
EDA2R	997	1209	996	837	1619	1468	777	638
LOC105373240	0	0	3	0	2	1	1	1
AR	0	8	1	6	6	5	8	5
LOC105373241	0	0	0	0	0	0	0	0
OPHN1	15	27	37	13	34	39	25	11
YIPF6	1169	1715	1101	1117	1862	1804	881	727
STARD8	31	52	19	20	46	47	15	11
EFNB1	23	39	22	21	42	27	16	19
LOC102723911	0	0	0	1	0	0	0	0
LOC105373242	0	0	0	0	0	1	0	0
LOC107985646	0	0	0	0	0	2	0	0
PJA1	284	434	311	274	452	407	218	168
LINC00269	0	0	0	0	0	0	0	0
FAM155B	0	0	0	0	2	0	0	0
EDA	0	0	0	0	1	1	0	0
MIR676	0	0	0	0	0	0	0	0
AWAT2	2	0	1	0	0	0	0	0
OTUD6A	0	0	0	0	0	0	0	0
IGBP1	3008	4193	2392	2337	4183	3611	1947	1702
LOC107985683	0	0	0	0	0	1	0	0
DGAT2L6	18	25	25	16	36	52	16	9
AWAT1	0	0	0	0	0	0	0	0
P2RY4	8	14	2	6	6	4	5	8
ARR3	0	0	0	0	0	0	0	0
RAB41	0	0	1	0	0	0	0	0
PDZD11	473	605	425	401	741	598	298	282
KIF4A	1880	2547	1437	1434	2884	2340	1260	1053
GDPD2	5	8	1	4	7	5	3	0
LOC105373244	5	5	4	4	10	4	3	4
DLG3	436	614	420	359	786	676	326	307
DLG3-AS1	4	1	1	1	2	11	1	2
TEX11	15	25	15	17	26	24	10	12
SNORD3E	0	0	0	0	0	0	0	0
SLC7A3	101	132	73	72	135	112	77	49
SNX12	1086	1674	1072	1180	2027	1879	938	896
FOXO4	523	753	341	285	488	491	218	218
CXorf65	64	85	73	66	95	106	55	39
IL2RG	4224	5559	3750	3806	6323	6460	3285	2773
MED12	2709	3864	2018	2068	3842	3558	1842	1605
NLGN3	102	159	62	86	119	125	59	49
LOC107985688	315	492	320	327	507	464	271	229
GJB1	0	0	4	0	0	3	0	0
ZMYM3	853	1182	864	772	1595	1482	724	666
LOC105373247	74	110	63	47	123	136	42	45
NONO	10843	14986	9369	8928	17277	15184	7798	7016
ITGB1BP2	68	103	89	92	201	160	82	82
TAF1	3843	5606	2967	2732	5373	4802	2585	2194
INGX	3	4	2	0	0	1	1	4
OGT	27838	38319	18010	16206	35098	31661	15379	12026
GCNA	498	717	382	343	736	651	375	262
CXCR3	553	917	468	576	994	1078	478	420
LOC100129291	0	0	0	0	0	0	0	0
LOC101059915	0	0	0	1	0	0	1	1
LINC00891	165	208	86	131	196	251	108	88
CXorf49	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0
LOC100132741	158	205	84	127	198	251	111	90
RPS26P11	0	7	1	1	1	2	2	1
NHSL2	38	80	14	11	25	37	4	15
RTL5	54	80	34	27	51	52	27	42
FLJ44635	3	10	5	2	2	5	3	0
PIN4	847	1284	703	597	1149	1040	545	405
ERCC6L	516	541	443	416	921	699	405	325
RPS4X	43980	55891	38263	32803	68588	55465	30993	24323
CITED1	3	2	0	1	2	1	1	4
LOC105373250	0	0	0	0	0	0	0	1
HDAC8	1721	2302	1387	1513	2258	2308	1085	1041
PHKA1	87	109	90	96	184	151	95	79
PHKA1-AS1	0	0	0	0	0	0	0	0
DMRTC1B	65	63	43	37	88	73	33	24
FAM226B	46	37	27	20	49	54	18	16
FAM236B	0	0	0	0	0	0	0	0
FAM236D	0	0	0	0	0	0	0	0
DMRTC1	68	63	45	38	92	74	33	23
FAM236C	0	0	0	0	0	0	0	0
FAM236A	0	0	0	0	0	0	0	0
FAM226A	46	38	28	20	50	54	19	16
PABPC1L2B-AS1	0	0	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0	0	0
PABPC1L2A	0	0	0	0	0	0	0	0
LOC101928380	0	0	0	0	0	0	0	0
NAP1L6P	0	4	2	0	0	0	0	0
NAP1L2	140	173	124	87	176	173	90	57
CDX4	0	0	1	0	0	0	0	0
MAP2K4P1	47	94	39	41	108	89	27	18
CHIC1	133	276	122	135	236	274	119	116
TSIX	20	57	20	24	40	80	16	53
XIST	47416	64716	42468	39864	78049	73640	36132	27754
JPX	3694	5481	2951	2838	5573	4923	2512	2109
FTX	7493	12370	5950	6269	11287	11436	5209	4744
MIR421	0	0	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0
ZCCHC13	0	0	0	0	0	0	0	0
LOC105373252	0	0	0	0	0	0	0	0
SLC16A2	0	1	1	2	1	0	0	0
RLIM	2076	2789	1940	1807	3618	2986	1657	1288
NEXMIF	2330	3485	1705	1722	3053	2841	1433	1253
ABCB7	1654	2233	1520	1291	2537	2290	1123	1012
UPRT	477	703	547	476	1006	772	445	366
LOC646127	0	0	1	1	0	0	0	1
ZDHHC15	0	1	3	1	3	1	1	0
LOC107985664	2	1	2	0	2	3	0	0
TTC3P1	9	10	6	4	8	15	7	10
MAGEE2	0	0	0	0	0	0	0	0
LOC107985665	34	38	15	19	22	22	3	10
PBDC1	553	827	656	581	1009	880	446	385
MAGEE1	79	119	85	70	159	140	63	79
MIR325HG	6	12	4	4	10	12	4	3
MIR384	0	0	0	0	0	0	0	0
MIR325	0	0	0	0	0	0	0	0
LOC105373254	4	1	6	2	4	3	3	1
FGF16	3	4	1	2	0	3	3	1
ATRX	8195	11130	7955	7142	14000	11852	6885	5353
MAGT1	3980	5529	3844	3709	6829	5978	3146	2727
COX7B	1979	2308	2137	1556	3451	2775	1431	1105
ATP7A	1808	2359	1908	1740	3654	3190	1660	1366
PGAM4	79	118	365	71	186	156	76	81
PGK1	16659	21342	20672	16972	36869	32914	17684	13775
TAF9B	389	498	296	254	603	466	245	205
LOC107985669	0	2	1	1	1	2	1	1
CYSLTR1	950	1089	828	826	1700	1477	756	620
LOC107985670	3	6	6	3	3	7	3	3
RTL3	1	1	4	0	0	2	1	0
LPAR4	3	1	1	1	11	3	1	2
MIR4328	0	0	0	0	0	0	0	0
P2RY10	4469	5707	3259	3044	6071	5217	2720	2267
LOC107985690	1388	1852	1233	1114	2191	2137	1126	826
GPR174	606	754	520	410	928	868	453	322
ITM2A	842	1157	915	790	1587	1352	738	621
LOC105373282	5	3	0	1	11	3	2	1
TBX22	0	0	0	0	0	4	0	0
CHMP1B2P	8	6	6	2	9	9	2	3
TENT5D	1	0	0	0	0	0	0	0
BRWD3	3705	5181	3559	3171	6408	5850	3166	2498
LOC105373283	12	22	11	11	24	22	15	6
HMGN5	1495	1820	1408	1264	2493	1795	1150	856
SH3BGRL	4929	6213	4147	3724	7284	6536	3266	2684
LOC105373284	40	60	30	46	87	72	31	20
LOC105373285	9	3	3	10	9	7	8	1
LOC105373286	4	5	10	4	6	5	4	2
LOC105373287	0	1	0	1	1	0	1	0
LOC105373288	3	12	7	7	7	5	2	3
LOC107985635	0	0	0	0	0	0	0	0
POU3F4	0	0	0	0	0	0	0	0
CYLC1	0	0	0	0	0	0	0	0
RPS6KA6	63	67	36	33	59	55	29	23
MIR548I4	0	0	0	0	0	0	0	0
HDX	463	626	470	499	823	743	420	319
UBE2DNL	0	0	0	0	0	0	0	0
APOOL	1318	1689	1087	1039	1971	1670	948	729
SATL1	1	3	1	0	0	0	0	0
LOC101928128	0	0	0	0	0	0	0	0
ZNF711	245	279	172	169	325	230	149	116
POF1B	169	158	127	83	217	193	126	64
MIR1321	0	0	0	0	0	0	0	0
MIR361	1	1	0	0	2	2	4	0
CHM	784	1274	651	671	1189	1163	654	487
DACH2	5	18	14	7	13	17	7	2
LOC112267875	0	0	2	0	0	0	0	0
KLHL4	2	4	5	2	5	2	1	3
LOC107985713	0	0	0	1	0	0	0	0
CPXCR1	0	0	0	0	0	0	0	0
LOC107985653	0	0	0	0	0	0	0	0
LOC102724150	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0
LOC105373292	5	4	2	1	6	6	0	2
LOC107985700	0	0	0	0	0	0	0	0
PABPC5-AS1	0	0	0	0	2	0	0	0
PABPC5	0	0	0	2	0	0	0	0
LOC105373293	0	0	0	0	0	0	0	0
PCDH11X	4	10	7	2	7	4	6	3
NAP1L3	0	2	2	0	0	0	0	0
FAM133A	2	1	0	0	0	1	0	0
LOC107985704	0	0	0	0	3	1	0	1
LOC107985647	1	0	2	1	3	1	2	0
LOC107985710	1	1	1	1	1	3	2	0
MIR548M	0	0	0	0	0	0	0	0
BRDTP1	0	0	0	0	0	0	0	0
LOC105373294	0	0	0	0	0	0	0	0
LOC107985714	5	8	0	5	10	1	0	3
LOC105373296	0	0	0	1	0	0	0	0
DIAPH2	4181	6592	3664	3794	6831	6227	3052	2918
RPA4	4	3	9	9	10	8	8	9
DIAPH2-AS1	1	5	0	1	1	0	1	0
ERVFC1	0	0	0	0	0	0	0	0
PCDH19	1	3	0	0	2	3	0	1
TNMD	0	0	0	0	0	0	0	0
LOC105373298	0	0	0	0	0	0	0	0
TSPAN6	8	4	6	9	4	9	11	0
SRPX2	1	0	0	0	1	0	0	0
SYTL4	54	93	70	60	145	97	70	52
CSTF2	817	1042	757	695	1349	1122	692	598
NOX1	0	2	2	2	5	1	5	1
XKRX	25	45	28	19	32	36	23	22
ARL13A	8	12	5	7	18	14	4	6
TRMT2B	1629	2689	1173	1289	2119	2099	1040	874
TMEM35A	0	0	0	0	0	2	0	0
CENPI	1732	2268	1723	1528	3160	2661	1350	1094
DRP2	77	105	62	75	143	134	63	50
TAF7L	5	9	7	1	14	6	3	3
TIMM8A	326	414	417	389	697	591	282	281
BTK	6001	7973	5228	4765	9273	7657	4212	3559
RPL36A	15293	21206	19794	10681	25208	22025	10258	9484
RPL36A-HNRNPH2	16999	23612	21311	12293	28000	24363	11510	10616
GLA	519	654	501	546	960	829	420	378
HNRNPH2	1676	2369	1498	1587	2764	2301	1245	1124
ARMCX4	71	85	58	57	141	105	48	44
ARMCX1	5	12	17	9	14	15	8	8
ARMCX6	811	1136	723	642	1307	1157	584	472
ARMCX3	2095	3042	2046	1769	3543	3131	1571	1277
ARMCX2	445	631	460	402	807	711	415	309
NXF5	2	5	0	0	6	1	0	2
ZMAT1	390	534	204	188	408	369	177	119
TCEAL2	3	3	0	0	0	3	2	0
TCEAL6	0	1	0	0	1	1	0	0
LOC105373299	0	0	0	0	0	0	0	0
BEX5	29	48	23	29	60	62	30	17
TCP11X1	0	0	0	0	0	0	0	0
NXF2	1	2	2	0	5	2	0	1
NXF2B	0	2	2	0	6	1	0	1
TCP11X2	0	0	0	0	0	0	0	0
TMSB15A	0	0	0	2	0	1	0	0
NXF4	3	0	0	4	3	1	0	1
ARMCX5	371	450	270	261	457	382	233	193
GPRASP1	44	74	44	46	56	73	35	33
ARMCX5-GPRASP2	112	186	108	86	203	155	70	74
GPRASP2	15	30	20	15	24	13	13	12
BHLHB9	42	54	44	30	57	54	28	19
LINC00630	1426	2045	1210	1161	2204	1875	1016	869
RAB40AL	2	5	6	2	9	5	3	5
BEX1	0	1	0	1	0	0	1	0
NXF3	0	1	0	0	0	1	0	0
BEX4	111	118	74	82	156	135	65	51
TCEAL8	698	859	742	558	1165	1018	588	413
TCEAL5	0	0	0	0	0	0	0	0
BEX2	34	32	25	14	23	22	13	22
TCEAL7	0	0	0	1	1	0	0	0
TCEAL9	112	135	147	150	283	186	97	76
BEX3	51	77	65	49	103	86	46	50
LL0XNC01-250H12.3	174	237	127	138	254	201	146	95
RAB40A	68	92	50	33	80	73	44	20
LINC02589	75	110	51	58	88	77	54	18
TCEAL4	637	889	819	595	1247	1077	490	463
LOC105373302	244	385	189	166	315	292	145	139
TCEAL3	271	370	399	318	703	499	324	239
TCEAL1	261	380	246	218	497	430	187	189
MORF4L2	4509	5902	4730	4185	8453	6709	3535	3002
MORF4L2-AS1	65	119	71	62	107	105	56	36
GLRA4	0	0	0	0	1	0	0	1
TMEM31	1	0	2	0	4	3	0	1
LOC107985661	2	4	2	1	9	7	0	2
PLP1	0	0	2	0	0	0	0	0
RAB9B	22	20	20	38	49	38	15	18
TMSB15B-AS1	412	630	382	374	664	616	319	248
TMSB15B	1519	2112	1389	1258	2573	2341	1251	988
H2BW4P	55	151	85	56	128	139	96	63
LOC107987334	0	2	1	4	4	0	6	0
H2BW1	0	0	0	0	0	0	0	0
H2BW2	0	0	0	0	0	0	0	0
LOC107985662	1	2	1	4	4	0	6	0
H2BW3P	88	198	115	85	184	194	126	83
SLC25A53	1431	1974	1010	923	1829	1632	859	688
ZCCHC18	38	51	24	34	40	33	17	11
LOC286437	148	163	99	102	174	152	72	55
FAM199X	1576	2093	1400	1247	2559	2238	1151	894
ESX1	0	0	0	0	0	0	0	0
TEX13A	0	0	0	0	0	0	0	0
IL1RAPL2	18	25	14	9	32	13	21	21
LOC107985680	3	4	0	4	10	1	2	1
LOC105373303	2	7	0	3	7	11	1	2
NRK	0	2	0	1	2	0	0	2
LOC105373304	1	0	4	1	8	1	1	1
LOC105373305	0	0	2	0	1	0	1	0
SERPINA7	0	0	0	0	0	2	1	0
PWWP3B	0	0	0	0	0	0	0	1
LOC105373306	0	0	0	0	0	0	0	0
RADX	536	687	441	423	903	805	384	272
MIR548AN	0	0	0	0	0	0	0	0
RNF128	2	1	0	0	0	2	1	0
TBC1D8B	390	487	347	321	633	581	359	218
RIPPLY1	0	0	0	0	0	0	0	0
CLDN2	0	0	0	0	1	1	0	0
MORC4	19	29	22	26	35	33	14	13
RBM41	1799	2412	1497	1534	2883	2451	1341	978
NUP62CL	97	127	80	71	133	120	77	31
PIH1D3	0	0	0	0	0	0	0	0
FRMPD3-AS1	2	0	0	0	0	2	0	0
FRMPD3	4	4	1	7	7	2	2	1
PRPS1	1186	1730	1358	1242	2454	1999	1036	979
TSC22D3	1379	1793	787	545	1430	1152	710	501
NCBP2L	0	0	0	0	0	1	0	0
MID2	7	4	3	2	2	3	3	4
LOC101928335	0	0	0	0	0	0	2	0
LOC105373310	3	0	4	0	1	0	2	0
LOC112267910	1	0	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0	0	0
VSIG1	20	25	2	7	10	13	10	5
PSMD10	1110	1496	920	1113	2012	1555	846	820
ATG4A	703	1001	641	630	1142	999	555	468
COL4A6	0	0	5	4	4	0	2	0
COL4A5	29	43	39	22	43	73	15	12
IRS4	0	0	0	1	0	0	2	0
LOC101928358	0	0	0	1	0	0	0	0
GUCY2F	1	2	5	1	6	1	1	0
NXT2	583	810	462	477	891	780	387	347
KCNE5	10	11	10	9	16	22	10	7
ACSL4	5791	7877	5972	5573	10865	9750	5075	4081
LOC105373311	45	60	35	40	68	59	25	27
TMEM164	1527	2197	1252	1242	2310	2115	1106	942
MIR652	0	0	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0	0	0
LOC101928589	212	334	184	151	316	299	146	126
AMMECR1	1384	2145	1318	1252	2330	2289	1118	937
SNORD96B	0	0	0	0	0	0	0	0
LOC105373312	5	15	16	4	13	2	9	3
RTL9	3	4	0	3	13	4	4	1
TDGF1P3	0	0	0	0	0	0	0	0
CHRDL1	2	3	0	0	5	1	2	4
PAK3	5	9	6	4	14	7	9	2
CAPN6	0	0	0	0	0	0	0	0
DCX	0	0	0	0	1	3	0	3
SERTM2	0	0	0	0	4	0	0	0
ALG13	690	1033	579	527	1116	1003	466	391
TRPC5	1	3	7	0	2	3	0	0
TRPC5OS	2	1	0	1	0	5	1	1
RTL4	0	9	1	4	10	5	1	5
LHFPL1	113	160	97	66	153	163	75	57
AMOT	485	609	346	305	682	592	305	246
MIR4329	0	0	0	0	0	0	0	0
LOC107985651	0	0	0	0	0	0	0	0
LOC101928437	35	69	21	23	46	47	7	25
XACT	0	4	1	2	1	0	0	0
LOC102724491	0	0	0	0	0	0	0	0
HTR2C	6	14	14	6	9	13	5	6
SNORA35	0	0	0	0	0	0	0	0
MIR764	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0	0	0
LOC105373313	1	0	2	5	2	8	0	3
MIR1911	0	0	0	0	0	0	0	0
MIR448	0	0	0	0	0	0	0	0
IL13RA2	1	0	0	0	0	0	0	0
SNORA35B	0	0	0	0	0	0	0	0
LRCH2	0	0	3	0	1	3	1	0
RBMXL3	0	0	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0	0	0
LOC107985681	0	4	2	5	3	5	1	2
LOC105373314	0	0	0	0	2	3	0	0
PLS3-AS1	10	10	7	8	16	14	10	7
PLS3	593	761	627	560	1093	891	524	414
DANT1	59	126	66	62	129	103	50	54
DANT2	3530	5352	3088	3260	5501	5456	2720	2524
AGTR2	3	8	2	5	16	5	8	2
SLC6A14	0	0	0	1	0	0	0	0
CT83	0	0	0	0	0	0	0	0
LOC105373320	0	0	0	0	0	0	0	0
LOC100126447	0	0	0	0	0	0	0	0
KLHL13	260	337	262	242	495	453	254	191
WDR44	1736	2537	1557	1450	2823	2588	1286	1091
MIR1277	0	0	0	0	0	0	0	0
DOCK11	4559	6184	3464	3184	6365	5291	3056	2321
IL13RA1	95	190	63	73	105	105	59	44
ZCCHC12	2	0	0	0	0	0	1	1
LINC01285	1	4	1	2	0	2	0	4
LONRF3	15	32	13	27	26	42	18	18
KIAA1210	0	1	2	0	0	0	1	0
PGRMC1	661	763	634	593	1144	1005	498	433
LOC107985692	0	0	0	0	2	0	0	0
LOC101928336	0	3	0	2	3	1	0	1
SLC25A43	606	987	528	634	1022	1009	518	433
SLC25A5-AS1	56	41	29	13	62	46	23	19
SLC25A5	8031	11162	7714	7061	13528	12067	6243	5730
LOC107985719	2	5	2	2	1	1	3	4
CXorf56	553	802	567	485	953	878	394	348
UBE2A	1835	2388	1655	1427	2766	2411	1248	1024
NKRF	1138	1641	1160	995	2085	1853	901	816
SEPTIN6	18173	25705	14528	13944	26489	25472	12143	10383
MIR766	0	0	0	0	0	0	0	0
SOWAHD	148	240	99	122	198	202	95	91
RPL39	15657	20656	22574	9598	27251	20798	10569	9302
SNORA69	0	0	0	0	0	0	0	0
LOC107985694	131	143	70	79	151	116	58	58
